property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Rumah 5 kamar 2 lantai villa melati mas bsd serpong furnished tanah luas murah, alam sutera, gading serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 3.600.000.000,"Dijual cepat rumah 5 kamar 2 lantai Villa Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
Spesifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus Sekali,1,2,4400,20 Aug 2020, 305 m², 240 m²,5,4,2
"Rumah di pamulang kpr 42/80 Dp 0% dekat SDN 01 puspitek Tangerang, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 395.000.000,"Di jual rumah di pamulang sekitarnya, tersedia rumah 1 lantai 2 lantai. Hunian asri dan hijau keluarga muda millenial.

Informasi pemesanan unit : 085692834629 (WA) M3DIA PROPERTY.

Lokasi strategis, one gate systim, keamanan 24 jam, bebas banjir, Sekolahan negri swasta SD s/d SMA/SMK, masjid mushola dekat, taman bermain anak dll.

Akses lokasi perumahan dekat ke toll bsd dan Krl rawabuntu serpong.

Lokasi sudah ramai dan di kelilingi banyak perumahan ternama. Untuk pembelian cash keras dan cash bertahap dapatkan discount tambahan selama pameran berlangsung, Promo kpr bisa dengan DP 0%, DP suka dll

Akses transportasi :
Toll bsd, kereta api rawabuntu kereta api serpong

Akses kesehatan :
Apotik, klinik 24 jam, puskesmas, RS Hermina, RS Vitalaya, RS Permata Pamulang.

Akses hiburan :
Pamulang square, carefour pamulang, kolam renang tassa, Aeon Mall, Tip-top ciputat dll

Akses pendidikan :
Kampus ITI, Kampus UNPAM, Kampus UIN, Sekolahan negri swasta SD s/d SMA/SMK

081283788618(WA) Ayo survey gaes",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,12 Nov 2020, 42 m², 80 m²,2,1,1
"Rumah di pamulang kpr 42/78 Dp 0% dekat RS Hermina Tangerang, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 385.000.000,"Di jual rumah di pamulang sekitarnya, tersedia rumah 1 lantai 2 lantai. Hunian asri dan hijau keluarga muda millenial.

Informasi pemesanan unit : 085692834629 (WA) M3DIA PROPERTY.

Lokasi strategis, one gate systim, keamanan 24 jam, bebas banjir, Sekolahan negri swasta SD s/d SMA/SMK, masjid mushola dekat, taman bermain anak dll.

Akses lokasi perumahan dekat ke toll bsd dan Krl rawabuntu serpong.

Lokasi sudah ramai dan di kelilingi banyak perumahan ternama. Untuk pembelian cash keras dan cash bertahap dapatkan discount tambahan selama pameran berlangsung, Promo kpr bisa dengan DP 0%, DP suka dll

Akses transportasi :
Toll bsd, kereta api rawabuntu kereta api serpong

Akses kesehatan :
Apotik, klinik 24 jam, puskesmas, RS Hermina, RS Vitalaya, RS Permata Pamulang.

Akses hiburan :
Pamulang square, carefour pamulang, kolam renang tassa, Aeon Mall, Tip-top ciputat dll

Akses pendidikan :
Kampus ITI, Kampus UNPAM, Kampus UIN, Sekolahan negri swasta SD s/d SMA/SMK

081283788618(WA) Ayo survey gaes",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,12 Nov 2020, 42 m², 78 m²,2,1,1
"Rumah 2 Lantai di The Green BSD City, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 1.850.000.000,"Dijual cepat rumah 2 lantai yang terletak di dalam komplek perumahan The Green cluster Royal Blossom, kawasan BSD City. Kondisi rumah masih bagus, dan masih tersewa sampai dengan akhir bulan Januari 2021. Dekat dengan Access tol BSD-Jakarta, Stasiun kereta api Rawabuntu, Pasar Modern BSD, R.S. EKA, Mall Teras Kota, Sekolah : Santa Ursula, Ora Et Labora, Al Azhar. Cocok untuk tempat tinggal karena lingkungan rumah yang aman, nyaman dan asri.
Bila di sewakan maka harganya di rp.35 jt/tahun nett.",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus,,2,2200,07 Jan 2021, 69 m², 105 m²,2,2,
"Rumah minimalis 2 kamar regency melati mas bsd serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 795.000.000,"Dijual cepat rumah minimalis 2 kamar Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
SpesifikasPPJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Baru,1,1,1300,20 Aug 2020, 60 m², 85 m²,2,1,1
"Rumah di pamulang kpr 42/72 DP 0% dekat Kampus ITI puspitek Tangerang, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 375.000.000,"Di jual rumah di pamulang sekitarnya, tersedia rumah 1 lantai 2 lantai. Hunian asri dan hijau keluarga muda millenial.

Informasi pemesanan unit : 085692834629 (WA) M3DIA PROPERTY.

Lokasi strategis, one gate systim, keamanan 24 jam, bebas banjir, Sekolahan negri swasta SD s/d SMA/SMK, masjid mushola dekat, taman bermain anak dll.

Akses lokasi perumahan dekat ke toll bsd dan Krl rawabuntu serpong.

Lokasi sudah ramai dan di kelilingi banyak perumahan ternama. Untuk pembelian cash keras dan cash bertahap dapatkan discount tambahan selama pameran berlangsung, Promo kpr bisa dengan DP 0%, DP suka dll

Akses transportasi :
Toll bsd, kereta api rawabuntu kereta api serpong

Akses kesehatan :
Apotik, klinik 24 jam, puskesmas, RS Hermina, RS Vitalaya, RS Permata Pamulang.

Akses hiburan :
Pamulang square, carefour pamulang, kolam renang tassa, Aeon Mall, Tip-top ciputat dll

Akses pendidikan :
Kampus ITI, Kampus UNPAM, Kampus UIN, Sekolahan negri swasta SD s/d SMA/SMK

081283788618(WA) Ayo survey gaes",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,12 Nov 2020, 42 m², 72 m²,2,1,1
"Rumah di pamulang kpr 42/60 Dp 0% dekat bukit dago Tangerang, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 360.000.000,"Di jual rumah di pamulang sekitarnya, tersedia rumah 1 lantai 2 lantai. Hunian asri dan hijau keluarga muda millenial.

Informasi pemesanan unit : 085692834629 (WA) M3DIA PROPERTY.

Lokasi strategis, one gate systim, keamanan 24 jam, bebas banjir, Sekolahan negri swasta SD s/d SMA/SMK, masjid mushola dekat, taman bermain anak dll.

Akses lokasi perumahan dekat ke toll bsd dan Krl rawabuntu serpong.

Lokasi sudah ramai dan di kelilingi banyak perumahan ternama. Untuk pembelian cash keras dan cash bertahap dapatkan discount tambahan selama pameran berlangsung, Promo kpr bisa dengan DP 0%, DP suka dll

Akses transportasi :
Toll bsd, kereta api rawabuntu kereta api serpong

Akses kesehatan :
Apotik, klinik 24 jam, puskesmas, RS Hermina, RS Vitalaya, RS Permata Pamulang.

Akses hiburan :
Pamulang square, carefour pamulang, kolam renang tassa, Aeon Mall, Tip-top ciputat dll

Akses pendidikan :
Kampus ITI, Kampus UNPAM, Kampus UIN, Sekolahan negri swasta SD s/d SMA/SMK

081283788618(WA) ayo gaes survey",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,12 Nov 2020, 42 m², 60 m²,2,1,1
"Rumah 5 kamar 2 lantai villa melati mas bsd serpong tanah luas murah, alam sutera, gading serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 2.600.000.000,"Dijual cepat rumah 5 kamar 2 lantai villa Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,1,2,4400,20 Aug 2020, 240 m², 348 m²,5,4,2
"Rumah 1,5 Lantai di Anggrek Loka BSD City, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 2.300.000.000,"Dijual cepat rumah 1,5 lantai yang terletak di dalam komplek perumahan Anggrek Loka, kawasan BSD City. Kondisi rumah sudah renovasi, dan masih bagus. Dekat dengan Access tol BSD-Jakarta, Stasiun kereta api Rawabuntu, Pasar Modern BSD, Ocean Park, R.S. EKA, Mall Teras Kota, Sekolah : Ora Et Labora, Al Azhar, Santa Ursula. Cocok untuk tempat tinggal karena lingkungan rumah yang aman dan nyaman serta mudah dijangkau dengan kendaraan umum.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,,1,2200,07 Jan 2021, 200 m², 200 m²,3,,
"rumah second terawat strategis, BSD Castilla, Tangerang","BSD Castilla, Tangerang ",,,,Rp. 2.900.000.000,"FOR SALE: 

Hunian/rumah tinggal 2 Lantai di
Cluster The Castilla BSD City sektor 14.4

Dekat Pasar Modern BSD, Pintu Tol JORR, sekolah, RS Medika BSD, Eka Hospital, ITC BSD, mal Teras Kota, akses commuter Line ke Stasiun Rawabuntu.

LT/LB 162/126
KT 3 / KM 2
Listrik 2200 VA ( pasca bayar )
ada kamar tidur pembantu + WC
SHM atas nama Pribadi
Harga 2.9m nego 

Fasilitas cluster 
Sport center : Fitness, kolam renang
Lap.Tennis, Lap.Volley/Futsal, taman bermain anak, jogging track

More info : 
Nurul 081316622659",Rumah,SHM - Sertifikat Hak Milik,,,,2,2200,05 Nov 2020, 126 m², 162 m²,3,2,
"Rumah Di Griya Loka BSD Dekat Dengan Stasiun Rawabuntu (EN), BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 1.850.000.000,"lingkungan aman dan nyaman
lokasi strategis
dekat fasilitas umum
dekat jalan utama
kawasan bebas banjir",Rumah,SHM - Sertifikat Hak Milik,,Bagus Sekali,,,,17 Dec 2020, 180 m², 112 m²,5,2,
"Rumah 4 kamar 2 lantai foresta bsd serpong tanah luas paling murah, alam sutera, gading serpong, tangerang selatan, BSD Foresta, Tangerang","BSD Foresta, Tangerang ",,,,Rp. 2.550.000.000,"Dijual cepat rumah 4 kamar 2 lantai Foresta BSD - serpong, alam sutera, gading serpong tangerang selatan - (030920)
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan boulevard bsd
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu cisauk
.
Spesifikasi sesuai iklan
sertifikasi PPJB siap AJB
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,"Lainnya(PPJB, Girik, Adat, dll)",Unfurnished,Bagus,1,2,2200,10 Sep 2020, 120 m², 180 m²,4,3,1
"RUMAH BAGUS TERAWAT SIAP HUNI, KITCHEN SET MEWAH ,BSD KENCANA LOKA, BSD Kencana Loka, Tangerang","BSD Kencana Loka, Tangerang ",,,,Rp. 1.700.000.000,"Rumah furnished dijual cepat 1.7M nego :

- sudah renovasi ,siap huni
- kt.3+1 km.1+1
- furnished (kecuali kulkas,tv,m.cuci,sofa electric dan kipas)
- Ada kolam ikan di halaman dpn
- belakang full unt area cuci jemur
- carport 1 mobil
- kitchen set ( marmer)+ kompor tanam
- SHM
- Listrik 1300watt
Lokasi :
- 2 menit ke st rawabuntu
- 4 menit ke toll Bsd
- dekat tempat kuliner 
- dekat sekolah swasta negeri
One gate system.
* Serius buyer, silahkan baca specifikasi ,appointment survey lokasi h-1.T.kasih.",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus,,1,1300,06 Dec 2020, 150 m², 135 m²,3,1,
"Rumah bagus 3 kamar 2 lantai villa melati mas bsd serpong super murah, alam sutera, gading serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 1.475.000.000,"Dijual cepat rumah 3 kamar 2 lantai villa Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,1,2,2200,20 Aug 2020, 130 m², 97 m²,3,3,1
"Rumah Baru 4 kamar Villa melati mas serpong tanah luas, bsd serpong, tangerang selatan, BSD Villa Melati Mas, Tangerang","BSD Villa Melati Mas, Tangerang ",,,,Rp. 2.375.000.000,"Dijual cepat rumah 4 kamar tanah luas villa Melati Mas, alam sutera, BSD - serpong, tangerang selatan
lokasi strategis, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung dari jalan raya serpong
* Dekat Akses tol jelupang alam sutera
* Dekat pusat perbelanjaan Giant Melati Mas, WTC serpong, Plaza BSD, Living world alam sutera, Transmart Graha raya Mall Alam sutera
* Dekat Rs OMNI Hospitals Alam sutera, Rs islam Asshobirin, Rs permata ibu, Rs Bethsaida Rs Medika BSD 
* Dekat Sekolah Athalia, Ar rahmaniyah, Al azhar, Santa laurensia, Candle tree school dll.
* Dekat akses bus Transjakarta Serpong Juanda
* 15 menit ke stasiun krl rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Jual cepat aja bosque . . . Minat langsung check unit
NEGO SAMPAI JADI!
.
Informasi harga dan check unit
Call / Wa : 081297131397
IG : @tradingproperticom
Website : www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,2200,16 Sep 2020, 135 m², 234 m²,4,2,
"Rumah 6 kamar 4 lantai split level the green bsd serpong tanah luas murah 010920 , alam sutera, gading serpong, serpong utara, tangerang selatan, BSD The Green, Tangerang","BSD The Green, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 8.500.000.000,"Dijual cepat rumah 6 kamar 4 lantai split level The Green BSD - serpong, alam sutera, gading serpong tangerang selatan - (010920)
lokasi strategis, security + cctv 24jam, jalanan luas, bebas banjir, lingkungan bersih dan akses mudah
Dekat dengan :
* Akses langsung jalan raya serpong
* Selangkah ke exit tol BSD dan Convention hall ICE BSD
* Dekat pusat perbelanjaan Mall AEON BSD, BSD Plaza, ITC BSD, pasar modern bsd, pasar intermoda bsd dll.
* Dekat Rs Medika , Eka Hospital, Bethsaida hospital, Rs St carolus summarecon serpong dll. 
* Dekat Sekolah Al azhar, santa ursula, Ehipassiko school bsd, Jakarta Nanyang school, sinarmas world academy dll
* Dekat Universitas prasetiya mulya, atmajaya dll
* Selangkah ke stasiun rawabuntu
.
Spesifikasi sesuai iklan
sertifikasi SHM
Cara bayar CASH ONLY
Jual cepat aja bosque . . . Minat langsung check unit
DIJAMIN HARGA TERMURAH!
.
Informasi harga dan check unit
Call / Wa : 081297131397
www.tradingproperti.com",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus Sekali,1,4,5500,10 Sep 2020, 600 m², 340 m²,6,5,3
"Rumah 2 lantai siap huni di Cluster The Spring Serpong jaya Tangerang selatan, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 950.000.000,"Dijual Cepat Rumah 2 Lantai Siap Huni di Serpong Jaya Cluster The Spring Tangerang selatan

Spesifikasi :
Luas tanah: 72
Luas bangunan: 55
Kamar tidur: 2+1
Kamar mandi: 2+1
Garasi: 2 mobil
Listrik: 1.300 watt
Jetpump


Fasilitas:
- McD
- Jogging track
- Sport center (futsal/basket/voli/badminton)
- Taman jajan
- Ruko
- Mushola
- Security 24 jam one gate system
- Row jalan 8 meter
- Jaringan kabel bawah tanah

Dekat dengan:
- Tol BSD
- Stasiun Rawabuntu
- Pusat perbelanjaan Lotte (depan Serpong Jaya)
- Giant BSD
- Mall Teraskota
- RS Eka Hospital
- Sekolah GIS (Global Islamic School)

Harga Rp 950.000.000 (Nego tipis)
Kpr/cash


info hub :
MELIRINA
0812.8866.6096 (Hp/wa)",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,1300,10 Dec 2020, 55 m², 72 m²,3,3,2
"Rumah di Kencana Loka Ada Kolam Renang, BSD Kencana Loka, Tangerang","BSD Kencana Loka, Tangerang ",,,,Rp. 3.200.000.000,"Dijual cepat rumah di Kencana Loka BSD 
Bangunan mandiri (kavling kantong)

LT : 237
LB : 167 + Renov
SHM,
4400watt 
hadap barat 
kt 4 km 4
Fasilitas : kolam renang, water heater, pam, ac, carpot, bathtub
Posisi rumah dpn taman
lokasi sangat srategis. 
Dekat dgn sekolah (St. john, Stella Maris, Cikal Harapan, SMPN 11), st. rawabuntu, ps. modern.
sistem keamanan 24 jam.

Harga jual 3.4M turun menjadi 3,2M nego sampai deal",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,4400,07 Jan 2021, 167 m², 237 m²,4,4,
"Rumah modern minimalis 2 lantai lokasi sangat strategis, Ciater, Tangerang","Ciater, Tangerang ",-6.3225748,106.6899346,"Ciater, Serpong, Tangerang Selatan, Banten, 15317, Indonesia",Rp. 829.000.000,"For Sale
Rumah Modern Minimalis 2 Lantai Hanya 600 JT-an!!

Akses Strategis:
1km Rencana St. MRT Puspiptek
2km Tol JKT-Serpong
2km St. Rawabuntu
3km Eka Hospital
3km AEON Mall Serpong
3km Global Islamic School 

Fasilitas Cluster:
Smart Home & Alarm System
Underground cable & utilities
Security & CCTV 24 Jam
Kids Playground
Dancing Fountain
Jogging Track
Automatic Gate
Dinding bata merah
info hubungi:081510192819 Adin Rohmadin jpi",Rumah,SHM - Sertifikat Hak Milik,,Baru,1,2,2200,29 Nov 2020, 73 m², 60 m²,3,2,1
"Rumah 2 Lantai Batan Indah Serpong, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 2.990.000.000,"Dijual Rumah 2 Lantai
Daerah Serpong, Komplek Batan Indah - Tangerang Selatan

- Perumahan yang nyaman dan bebas banjir 
- Air pompa 
- Fasilitas TK dan SD dalam komplek 
- Akses angkutan umum mudah dan banyak 
- 10 menit dari BSD 
- 5 menit ke tol Jakarta 
- 20 menit ke AEON 
- 5 menit ke stasiun Serpong dan Rawabuntu 
- Dekat Rumah sakit Media, Eka Hospital 
- Dekat pusat perbelanjaan ITC, BSD Plaza, Teraskota",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Butuh Renovasi,,2,,30 Nov 2020, 160 m², 300 m²,5,3,
"Rumah di Griya Loka BSD, strategis, akses mudah, BSD, Tangerang","BSD, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 2.750.000.000,"Turun harga dari 3M jadi 2,750
Dijual Cepat 

Rumah di Griya Loka BSD City

Lokasi strategis
Akses mudah, dekat ke stasiun KRL Rawabuntu;
dekat ke pintu tol JORR BSD- Pondok Indah;
Dekat ke terminal shuttle Bus BSD;
Dekat ke komplek pertokoan/ruko/angkutan umum.

Luas tanah 250m
Luas bangunan 200m
Kamar tidur 4+1
Kamar mandi 3+1
Sertipikat Hak Milik (SHM)

Untuk janji survey dan info property lainnya silahkan menghubungi kami L.J.Hooker Serpong dengan Sonya, 087778502888",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,24 Aug 2020, 200 m², 250 m²,4,3,
"Mahata serpong apartemen,terintegrasi dengan stasiun rawabuntu, BSD Sevilla, Tangerang","BSD Sevilla, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 365.000.000,"MAHATA SERPONG

(BSD) (Jalan Raya Rawabuntu)
MAHATA SERPONG
Stasiun Rawabuntu Pintu Utara
Serpong, Tangerang Selatan
-- BSD


Rp. 380.000.000

Sertifikat Hak Guna Bangunan

Kamar tidur:1
Kamar mandi:1
Garasi:1:15
Luas tanah:21.9 m2(3x6,25)
Luas bangunan:21.9
Berapa lantai?38
Bangunan menghadap:Selatan

*Apakah permasalahan ini anda alami?*

- Kerja di calon mantan ibukota?

- Macet di sepanjang jalan pas mau berangkat atau mau balik?

- Mau naik angkutan umum tapi jaraknya terlalu jauh?

Dua Perusahaan *BUMN*
*( PERUMNAS & PT.KAI)*
berintegrasi untuk menjawab permasalahan tersebut dengan menghadirkan hunian dengan nama

*MAHATA SERPONG*
*Apartement*

Apartement yang dibangun dengan sistem
*TOD (Transit Oriented Development)*
dengan banyak sekali kemudahan :
*0 km* ke stasiun rawabuntu
*0 km* ke tol Jakarta
*5 km* ke AEON mall
*3 km* ke RS Eka Hospital
*3 km* ke Teras Kota

*MAHATA Apartement* dilengkapi dengan tipe sesuai kebutuhan anda :
1.type studio
2.type 2 br standart
3.type 2 br ++

Hub 081296076019",Apartemen,Strata Title/HGB,Unfurnished,Baru,,9,,07 Nov 2020, 21 m², -,1,1,
"rumah cantik harga Murah, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 200.000.000,"HARGA MULAI DARI 200JUTAAN
Jual Rumah Baru, Second, Over Alih, Over kredit & take Over

boking segera rumah
#mewah
#aman
#nyaman
#berkualitas 
#asri
#bebas banjir dan full fasilitas akses jalan mudah, pusat belanja, pusat kesehatan, pusat piknik, pusat ibadah, sangat dekat,, 
Rumah disini 70% sudah sould out dan masih tersedia untuk anda ayo miliki segera sebelum kehabisan unit nya

-Type 36/72 (KINTAMANI)
-Type 30/60 (SINGARAJA)
-Type 40/84 (BEDUGUL)
-Type50/90 (TAMPAK SIRING)

DEKAT DENGAN :
Dekat dengan Jaksel Depok Tangsel Bsd Bogor
- 35 Menit Ke Tol Bsd
- 35 Menit Ke Stasiun Rawabuntu
-35 Menit Ke Stasiun Bojong Gede
-30 Menit Ke Depok
-35 Menit Ke Ps.Ciputat
-35 Menit Ke Bogor Kota
-10 Menit Ke Pasar Parung
-10 MenitPasar Ciseeng
-2 Menit Ke Bumi Sanapati ( BIN ) BADAN INTELEGEN NEGARA
-10 Menit Ke Tempat Pemandian Air PanasGn. Kapur
-2 Menit ke Tempat Rekreasi",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,1300,01 Jan 2021, 30 m², 60 m²,2,1,
"Rumah manis di Bumi Puspitek Asri Pagedangan, Pagedangan, Tangerang","Pagedangan, Tangerang ",-6.2979628,106.6335536,"Pagedangan, Tangerang, Banten, 15341, Indonesia",Rp. 1.200.000.000,"Rumah baru Bumi Puspitek Asri
Harga 1.2 M nego
LUAS BANGUNAN 180 m2
LUAS TANAH 115 m2
KAMAR TIDUR 3 
KAMAR MANDI 3
LANTAI 2 
Listrik 2200 watt
Air tanah jernih
FASILITAS Garasi 
SHM - Sertifikat Hak Milik 

Selling Point : Stasiun cisauk 20 menit Pasmod intermoda 15 menit Stasiun serpong 20 menit Stasiun rawabuntu 20 menit AEON MALL 11 menit ICE BSD, HOTEL SANTIKA 10 Menit.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,04 Jan 2021, 180 m², 115 m²,3,3,
